minuto,jugador,equipo,liga,tipo_intervencion,estadio,arbitro,decision_inicial,decision_final,resultado_correcto
54,Jugador_21,Manchester City,Premier League,silent check,Anfield,Taylor,gol,offside,0
25,Jugador_410,Tottenham,Premier League,silent check,Old Trafford,Atkinson,penal,gol,0
10,Jugador_231,Chelsea,Premier League,on-field review,Tottenham Stadium,Dean,penal,offside,1
18,Jugador_162,Newells,Argentina,on-field review,Cilindro,Lousteau,penal,gol,1
13,Jugador_94,Rosario Central,Argentina,silent check,Tomás Ducó,Pitana,penal,penal,0
89,Jugador_186,San Lorenzo,Argentina,silent check,Libertadores de América,Taylor,roja,offside,0
91,Jugador_157,Chelsea,Premier League,silent check,Anfield,Oliver,roja,penal,0
20,Jugador_258,Huracán,Argentina,silent check,Cilindro,Pitana,penal,penal,1
8,Jugador_342,River,Argentina,on-field review,Cilindro,Pitana,penal,roja,1
23,Jugador_293,Manchester City,Premier League,on-field review,Anfield,Pitana,roja,roja,0
5,Jugador_35,Arsenal,Premier League,on-field review,Stamford Bridge,Rapallini,penal,penal,0
69,Jugador_301,Aston Villa,Premier League,on-field review,Tottenham Stadium,Tello,roja,offside,0
32,Jugador_161,River,Argentina,on-field review,Nuevo Gasómetro,Lousteau,penal,roja,1
40,Jugador_40,Manchester City,Premier League,on-field review,Emirates,Taylor,penal,penal,0
31,Jugador_6,Liverpool,Premier League,silent check,Emirates,Oliver,roja,gol,1
62,Jugador_461,Huracán,Argentina,silent check,Bombonera,Taylor,gol,gol,1
36,Jugador_449,Newcastle,Premier League,on-field review,Stamford Bridge,Tello,roja,offside,0
34,Jugador_75,Arsenal,Premier League,on-field review,Etihad,Rapallini,penal,gol,1
66,Jugador_451,Manchester United,Premier League,on-field review,Tottenham Stadium,Rapallini,penal,penal,1
38,Jugador_87,Independiente,Argentina,silent check,Nuevo Gasómetro,Dean,offside,roja,0
1,Jugador_421,River,Argentina,silent check,Monumental,Tello,roja,gol,1
81,Jugador_215,Manchester City,Premier League,silent check,Tottenham Stadium,Oliver,penal,gol,0
31,Jugador_145,Manchester City,Premier League,silent check,Etihad,Oliver,offside,offside,1
11,Jugador_379,Newcastle,Premier League,silent check,Stamford Bridge,Lousteau,gol,offside,0
74,Jugador_19,Rosario Central,Argentina,on-field review,Tomás Ducó,Rapallini,offside,offside,1
70,Jugador_65,Newells,Argentina,on-field review,Cilindro,Rapallini,roja,roja,0
24,Jugador_394,Manchester United,Premier League,on-field review,Anfield,Pitana,penal,roja,0
94,Jugador_346,Arsenal,Premier League,silent check,Emirates,Oliver,roja,roja,1
6,Jugador_213,Tottenham,Premier League,on-field review,Stamford Bridge,Dean,offside,penal,0
16,Jugador_71,Arsenal,Premier League,on-field review,Etihad,Atkinson,roja,offside,0
49,Jugador_142,Newells,Argentina,silent check,Tomás Ducó,Rapallini,offside,penal,0
39,Jugador_474,Newcastle,Premier League,silent check,Old Trafford,Taylor,roja,roja,0
67,Jugador_232,Rosario Central,Argentina,on-field review,Monumental,Tello,offside,roja,0
8,Jugador_124,Newells,Argentina,on-field review,Cilindro,Atkinson,gol,roja,0
82,Jugador_14,Newcastle,Premier League,silent check,Old Trafford,Atkinson,roja,offside,0
32,Jugador_278,Aston Villa,Premier League,on-field review,Old Trafford,Atkinson,offside,offside,1
47,Jugador_315,Boca,Argentina,on-field review,Nuevo Gasómetro,Atkinson,roja,offside,1
4,Jugador_26,Manchester City,Premier League,silent check,Etihad,Pitana,offside,gol,1
69,Jugador_164,Chelsea,Premier League,on-field review,Etihad,Pitana,penal,gol,0
65,Jugador_496,Manchester United,Premier League,on-field review,Stamford Bridge,Dean,penal,roja,1
67,Jugador_309,Aston Villa,Premier League,on-field review,Emirates,Pitana,gol,penal,0
75,Jugador_326,San Lorenzo,Argentina,on-field review,Cilindro,Rapallini,roja,roja,0
56,Jugador_113,Liverpool,Premier League,silent check,Emirates,Atkinson,gol,gol,1
22,Jugador_487,Manchester United,Premier League,on-field review,Tottenham Stadium,Lousteau,offside,roja,0
28,Jugador_24,Racing,Argentina,on-field review,Monumental,Tello,offside,penal,1
68,Jugador_174,Newcastle,Premier League,silent check,Anfield,Atkinson,gol,offside,1
68,Jugador_212,Arsenal,Premier League,on-field review,Stamford Bridge,Atkinson,penal,offside,0
35,Jugador_342,Manchester United,Premier League,on-field review,Emirates,Pitana,penal,offside,1
8,Jugador_50,Racing,Argentina,on-field review,Nuevo Gasómetro,Atkinson,penal,penal,1
23,Jugador_76,Rosario Central,Argentina,silent check,Libertadores de América,Pitana,gol,offside,1
93,Jugador_149,Newcastle,Premier League,silent check,Etihad,Atkinson,penal,gol,0
14,Jugador_121,Arsenal,Premier League,silent check,Stamford Bridge,Rapallini,offside,roja,1
91,Jugador_284,San Lorenzo,Argentina,on-field review,Cilindro,Dean,offside,penal,1
57,Jugador_349,Newcastle,Premier League,silent check,Tottenham Stadium,Taylor,roja,offside,1
85,Jugador_11,Newcastle,Premier League,silent check,Anfield,Lousteau,gol,offside,0
90,Jugador_60,San Lorenzo,Argentina,silent check,Monumental,Rapallini,penal,offside,1
25,Jugador_190,Chelsea,Premier League,on-field review,Tottenham Stadium,Atkinson,penal,penal,0
68,Jugador_431,Aston Villa,Premier League,silent check,Etihad,Oliver,penal,roja,1
65,Jugador_60,Newcastle,Premier League,silent check,Emirates,Lousteau,penal,offside,0
5,Jugador_226,Liverpool,Premier League,on-field review,Etihad,Lousteau,offside,gol,0
78,Jugador_107,Tottenham,Premier League,on-field review,Emirates,Oliver,offside,roja,1
74,Jugador_260,Boca,Argentina,on-field review,Bombonera,Taylor,roja,penal,1
7,Jugador_182,San Lorenzo,Argentina,silent check,Bombonera,Atkinson,penal,penal,1
10,Jugador_129,San Lorenzo,Argentina,on-field review,Libertadores de América,Dean,gol,offside,1
32,Jugador_353,San Lorenzo,Argentina,on-field review,Monumental,Dean,penal,gol,1
25,Jugador_233,Newells,Argentina,silent check,Bombonera,Lousteau,gol,penal,0
80,Jugador_91,Manchester City,Premier League,silent check,Emirates,Dean,offside,gol,1
81,Jugador_350,Aston Villa,Premier League,on-field review,Stamford Bridge,Pitana,roja,roja,1
32,Jugador_201,Boca,Argentina,silent check,Nuevo Gasómetro,Pitana,offside,roja,0
84,Jugador_321,Arsenal,Premier League,silent check,Stamford Bridge,Taylor,gol,offside,0
88,Jugador_451,Chelsea,Premier League,silent check,Etihad,Atkinson,offside,gol,1
51,Jugador_9,Newcastle,Premier League,on-field review,Anfield,Rapallini,penal,penal,0
70,Jugador_350,Independiente,Argentina,silent check,Nuevo Gasómetro,Pitana,penal,penal,0
86,Jugador_433,Liverpool,Premier League,silent check,Emirates,Atkinson,offside,roja,0
51,Jugador_47,Huracán,Argentina,on-field review,Nuevo Gasómetro,Rapallini,gol,gol,1
35,Jugador_47,Chelsea,Premier League,on-field review,Old Trafford,Tello,roja,gol,1
48,Jugador_455,Boca,Argentina,silent check,Tomás Ducó,Tello,offside,penal,1
53,Jugador_355,Liverpool,Premier League,on-field review,Etihad,Dean,offside,roja,0
54,Jugador_418,Boca,Argentina,silent check,Cilindro,Taylor,penal,roja,1
29,Jugador_184,Boca,Argentina,silent check,Libertadores de América,Rapallini,roja,roja,1
43,Jugador_210,Chelsea,Premier League,silent check,Emirates,Tello,roja,offside,0
35,Jugador_204,Huracán,Argentina,on-field review,Libertadores de América,Atkinson,penal,gol,1
70,Jugador_337,Newells,Argentina,silent check,Libertadores de América,Pitana,penal,penal,0
75,Jugador_416,Huracán,Argentina,silent check,Libertadores de América,Tello,gol,roja,0
3,Jugador_436,Chelsea,Premier League,silent check,Old Trafford,Tello,gol,offside,0
32,Jugador_233,Liverpool,Premier League,silent check,Emirates,Oliver,offside,offside,0
7,Jugador_461,Chelsea,Premier League,silent check,Etihad,Oliver,gol,offside,0
54,Jugador_336,San Lorenzo,Argentina,silent check,Bombonera,Oliver,offside,gol,1
51,Jugador_50,Manchester United,Premier League,silent check,Emirates,Oliver,penal,roja,1
84,Jugador_427,Racing,Argentina,silent check,Cilindro,Oliver,gol,gol,1
80,Jugador_421,Manchester City,Premier League,on-field review,Etihad,Dean,roja,penal,0
28,Jugador_28,Boca,Argentina,silent check,Bombonera,Dean,penal,roja,0
68,Jugador_262,Independiente,Argentina,on-field review,Tomás Ducó,Oliver,gol,penal,0
30,Jugador_199,Boca,Argentina,on-field review,Tomás Ducó,Lousteau,gol,penal,1
89,Jugador_444,Chelsea,Premier League,silent check,Etihad,Oliver,penal,roja,0
95,Jugador_55,Manchester City,Premier League,silent check,Old Trafford,Lousteau,gol,offside,0
11,Jugador_427,Manchester City,Premier League,silent check,Etihad,Lousteau,offside,roja,0
91,Jugador_101,Newcastle,Premier League,silent check,Stamford Bridge,Lousteau,roja,roja,0
35,Jugador_409,Newells,Argentina,silent check,Monumental,Atkinson,penal,offside,1
8,Jugador_377,Racing,Argentina,silent check,Libertadores de América,Oliver,penal,penal,0
27,Jugador_414,Rosario Central,Argentina,silent check,Tomás Ducó,Atkinson,roja,penal,0
11,Jugador_228,Huracán,Argentina,silent check,Nuevo Gasómetro,Rapallini,penal,roja,0
93,Jugador_182,Huracán,Argentina,on-field review,Libertadores de América,Rapallini,gol,gol,0
28,Jugador_237,Independiente,Argentina,silent check,Nuevo Gasómetro,Lousteau,penal,gol,1
77,Jugador_250,Liverpool,Premier League,on-field review,Old Trafford,Atkinson,penal,gol,0
71,Jugador_101,Newcastle,Premier League,on-field review,Emirates,Taylor,offside,penal,1
44,Jugador_468,River,Argentina,on-field review,Tomás Ducó,Dean,roja,roja,1
93,Jugador_14,Newells,Argentina,on-field review,Bombonera,Dean,offside,penal,1
15,Jugador_467,Chelsea,Premier League,on-field review,Etihad,Rapallini,penal,offside,1
56,Jugador_134,San Lorenzo,Argentina,silent check,Tomás Ducó,Tello,gol,offside,0
48,Jugador_330,Manchester City,Premier League,silent check,Etihad,Taylor,offside,penal,0
14,Jugador_48,Racing,Argentina,on-field review,Monumental,Taylor,penal,roja,1
57,Jugador_393,Newcastle,Premier League,on-field review,Old Trafford,Dean,roja,penal,0
59,Jugador_401,Newells,Argentina,on-field review,Tomás Ducó,Taylor,penal,penal,0
12,Jugador_118,Manchester City,Premier League,on-field review,Anfield,Oliver,offside,roja,0
8,Jugador_109,Aston Villa,Premier League,silent check,Etihad,Lousteau,roja,offside,1
67,Jugador_148,Rosario Central,Argentina,silent check,Nuevo Gasómetro,Atkinson,offside,roja,0
26,Jugador_92,Aston Villa,Premier League,on-field review,Etihad,Taylor,penal,offside,1
88,Jugador_15,Aston Villa,Premier League,on-field review,Etihad,Dean,roja,gol,1
52,Jugador_347,Boca,Argentina,silent check,Nuevo Gasómetro,Lousteau,offside,gol,0
9,Jugador_439,Manchester City,Premier League,on-field review,Anfield,Atkinson,penal,gol,0
33,Jugador_210,Independiente,Argentina,on-field review,Monumental,Taylor,offside,roja,0
53,Jugador_421,Boca,Argentina,silent check,Monumental,Tello,penal,penal,0
54,Jugador_309,Aston Villa,Premier League,on-field review,Old Trafford,Oliver,gol,roja,1
16,Jugador_185,Newells,Argentina,on-field review,Libertadores de América,Rapallini,roja,penal,0
74,Jugador_101,Liverpool,Premier League,on-field review,Etihad,Tello,offside,offside,0
51,Jugador_415,Newells,Argentina,silent check,Bombonera,Rapallini,offside,gol,1
79,Jugador_420,Newcastle,Premier League,on-field review,Stamford Bridge,Pitana,offside,roja,0
40,Jugador_127,Newells,Argentina,silent check,Tomás Ducó,Tello,penal,offside,0
7,Jugador_377,Racing,Argentina,on-field review,Tomás Ducó,Lousteau,penal,offside,0
29,Jugador_460,Huracán,Argentina,silent check,Nuevo Gasómetro,Rapallini,offside,offside,0
88,Jugador_397,River,Argentina,silent check,Cilindro,Rapallini,roja,roja,1
7,Jugador_458,Manchester United,Premier League,silent check,Emirates,Tello,gol,roja,0
67,Jugador_287,Manchester City,Premier League,silent check,Tottenham Stadium,Tello,penal,offside,0
89,Jugador_424,River,Argentina,on-field review,Bombonera,Tello,offside,gol,0
89,Jugador_421,Newcastle,Premier League,on-field review,Emirates,Rapallini,offside,gol,0
33,Jugador_292,Chelsea,Premier League,on-field review,Etihad,Dean,offside,gol,1
63,Jugador_305,Newcastle,Premier League,silent check,Etihad,Dean,gol,gol,0
6,Jugador_327,River,Argentina,on-field review,Bombonera,Rapallini,gol,gol,0
84,Jugador_21,Arsenal,Premier League,on-field review,Emirates,Lousteau,offside,roja,0
80,Jugador_322,Newcastle,Premier League,silent check,Tottenham Stadium,Dean,penal,offside,1
76,Jugador_382,Independiente,Argentina,silent check,Libertadores de América,Rapallini,gol,penal,0
69,Jugador_361,Manchester City,Premier League,on-field review,Tottenham Stadium,Pitana,offside,penal,0
55,Jugador_193,Newells,Argentina,on-field review,Tomás Ducó,Dean,offside,offside,0
37,Jugador_455,Tottenham,Premier League,silent check,Tottenham Stadium,Lousteau,penal,penal,1
64,Jugador_127,Manchester United,Premier League,on-field review,Stamford Bridge,Rapallini,penal,gol,0
83,Jugador_73,Tottenham,Premier League,on-field review,Stamford Bridge,Pitana,roja,roja,0
79,Jugador_301,Racing,Argentina,silent check,Monumental,Dean,penal,offside,1
58,Jugador_411,River,Argentina,silent check,Tomás Ducó,Lousteau,offside,gol,1
6,Jugador_72,Racing,Argentina,on-field review,Bombonera,Dean,gol,gol,0
21,Jugador_455,Arsenal,Premier League,on-field review,Anfield,Oliver,gol,penal,1
78,Jugador_489,Tottenham,Premier League,on-field review,Old Trafford,Dean,penal,roja,1
41,Jugador_202,Rosario Central,Argentina,on-field review,Bombonera,Lousteau,roja,gol,1
56,Jugador_87,Independiente,Argentina,silent check,Monumental,Tello,gol,gol,1
84,Jugador_104,San Lorenzo,Argentina,silent check,Nuevo Gasómetro,Lousteau,gol,roja,0
94,Jugador_271,Racing,Argentina,on-field review,Cilindro,Dean,gol,penal,0
9,Jugador_207,Manchester City,Premier League,silent check,Emirates,Tello,penal,offside,0
39,Jugador_9,Tottenham,Premier League,silent check,Stamford Bridge,Atkinson,offside,roja,1
22,Jugador_114,Aston Villa,Premier League,silent check,Anfield,Rapallini,penal,roja,1
30,Jugador_450,Aston Villa,Premier League,on-field review,Stamford Bridge,Pitana,offside,offside,1
29,Jugador_225,Boca,Argentina,on-field review,Monumental,Lousteau,penal,gol,0
65,Jugador_366,San Lorenzo,Argentina,silent check,Libertadores de América,Taylor,penal,offside,0
21,Jugador_254,Boca,Argentina,silent check,Monumental,Tello,offside,roja,1
48,Jugador_166,Huracán,Argentina,silent check,Monumental,Atkinson,offside,penal,0
17,Jugador_164,Huracán,Argentina,silent check,Cilindro,Taylor,penal,offside,1
33,Jugador_245,Independiente,Argentina,on-field review,Libertadores de América,Oliver,roja,penal,0
87,Jugador_449,San Lorenzo,Argentina,on-field review,Tomás Ducó,Atkinson,penal,roja,1
74,Jugador_468,Newcastle,Premier League,on-field review,Tottenham Stadium,Tello,roja,penal,1
68,Jugador_442,Huracán,Argentina,silent check,Bombonera,Dean,offside,penal,1
4,Jugador_312,Manchester United,Premier League,silent check,Emirates,Tello,gol,penal,1
7,Jugador_301,Newells,Argentina,on-field review,Libertadores de América,Pitana,roja,offside,1
40,Jugador_241,Rosario Central,Argentina,on-field review,Tomás Ducó,Rapallini,roja,roja,1
56,Jugador_178,Newcastle,Premier League,on-field review,Tottenham Stadium,Lousteau,offside,offside,0
40,Jugador_108,San Lorenzo,Argentina,silent check,Monumental,Lousteau,penal,penal,0
73,Jugador_275,San Lorenzo,Argentina,on-field review,Cilindro,Tello,penal,roja,1
24,Jugador_432,Newcastle,Premier League,silent check,Emirates,Taylor,roja,penal,1
11,Jugador_208,Rosario Central,Argentina,silent check,Libertadores de América,Oliver,penal,gol,0
72,Jugador_194,Liverpool,Premier League,on-field review,Old Trafford,Rapallini,penal,roja,1
88,Jugador_219,Liverpool,Premier League,on-field review,Tottenham Stadium,Pitana,penal,penal,0
29,Jugador_163,River,Argentina,silent check,Tomás Ducó,Taylor,offside,offside,0
77,Jugador_355,Manchester United,Premier League,silent check,Anfield,Dean,penal,gol,1
94,Jugador_50,Rosario Central,Argentina,silent check,Tomás Ducó,Lousteau,penal,roja,0
28,Jugador_237,Aston Villa,Premier League,on-field review,Stamford Bridge,Taylor,roja,offside,0
33,Jugador_70,Boca,Argentina,on-field review,Bombonera,Rapallini,roja,penal,0
2,Jugador_434,Huracán,Argentina,silent check,Nuevo Gasómetro,Taylor,roja,gol,1
81,Jugador_247,Newells,Argentina,silent check,Bombonera,Dean,penal,gol,0
77,Jugador_396,Rosario Central,Argentina,on-field review,Bombonera,Pitana,gol,offside,1
41,Jugador_379,Racing,Argentina,silent check,Bombonera,Lousteau,offside,gol,1
69,Jugador_31,Racing,Argentina,silent check,Monumental,Lousteau,penal,gol,1
47,Jugador_255,Arsenal,Premier League,on-field review,Emirates,Dean,offside,roja,1
23,Jugador_345,River,Argentina,on-field review,Tomás Ducó,Dean,gol,roja,1
32,Jugador_303,Rosario Central,Argentina,silent check,Cilindro,Dean,offside,roja,0
30,Jugador_358,San Lorenzo,Argentina,on-field review,Tomás Ducó,Dean,offside,gol,0
90,Jugador_77,Aston Villa,Premier League,silent check,Anfield,Rapallini,roja,gol,0
31,Jugador_298,Newcastle,Premier League,on-field review,Old Trafford,Pitana,gol,roja,0
68,Jugador_25,Aston Villa,Premier League,on-field review,Tottenham Stadium,Lousteau,penal,gol,1
12,Jugador_403,Manchester United,Premier League,on-field review,Old Trafford,Taylor,roja,gol,0
63,Jugador_32,Liverpool,Premier League,on-field review,Old Trafford,Rapallini,gol,gol,0
85,Jugador_290,Newells,Argentina,on-field review,Cilindro,Pitana,gol,offside,1
49,Jugador_40,River,Argentina,on-field review,Tomás Ducó,Rapallini,penal,roja,0
2,Jugador_323,Tottenham,Premier League,on-field review,Etihad,Oliver,penal,penal,0
74,Jugador_329,Arsenal,Premier League,silent check,Emirates,Rapallini,roja,offside,1
6,Jugador_386,Manchester City,Premier League,silent check,Stamford Bridge,Taylor,offside,offside,1
10,Jugador_479,Independiente,Argentina,on-field review,Libertadores de América,Oliver,gol,gol,1
49,Jugador_423,Racing,Argentina,on-field review,Tomás Ducó,Pitana,gol,penal,0
52,Jugador_149,Arsenal,Premier League,on-field review,Etihad,Tello,offside,penal,1
54,Jugador_35,Newells,Argentina,on-field review,Libertadores de América,Oliver,roja,gol,0
71,Jugador_98,Huracán,Argentina,silent check,Tomás Ducó,Dean,roja,penal,0
20,Jugador_248,Racing,Argentina,silent check,Tomás Ducó,Dean,offside,offside,1
79,Jugador_185,River,Argentina,silent check,Tomás Ducó,Atkinson,penal,gol,0
7,Jugador_196,Newcastle,Premier League,on-field review,Etihad,Tello,penal,gol,1
22,Jugador_356,River,Argentina,silent check,Cilindro,Taylor,roja,penal,1
79,Jugador_227,Arsenal,Premier League,silent check,Old Trafford,Atkinson,penal,penal,0
14,Jugador_34,Huracán,Argentina,silent check,Tomás Ducó,Rapallini,gol,offside,0
64,Jugador_459,Liverpool,Premier League,silent check,Anfield,Lousteau,penal,penal,0
9,Jugador_35,Manchester United,Premier League,on-field review,Tottenham Stadium,Pitana,penal,offside,1
16,Jugador_495,Aston Villa,Premier League,on-field review,Anfield,Lousteau,gol,offside,1
60,Jugador_6,Tottenham,Premier League,on-field review,Old Trafford,Taylor,penal,offside,1
47,Jugador_202,Manchester City,Premier League,on-field review,Stamford Bridge,Pitana,roja,penal,0
21,Jugador_251,Tottenham,Premier League,silent check,Stamford Bridge,Lousteau,offside,roja,0
85,Jugador_291,Racing,Argentina,silent check,Monumental,Tello,roja,penal,0
58,Jugador_271,Aston Villa,Premier League,silent check,Old Trafford,Oliver,roja,offside,0
81,Jugador_178,Liverpool,Premier League,silent check,Anfield,Oliver,roja,penal,0
36,Jugador_458,Racing,Argentina,on-field review,Monumental,Atkinson,roja,gol,0
59,Jugador_480,Independiente,Argentina,on-field review,Nuevo Gasómetro,Tello,penal,offside,1
33,Jugador_477,Tottenham,Premier League,on-field review,Stamford Bridge,Atkinson,penal,roja,0
89,Jugador_163,San Lorenzo,Argentina,on-field review,Cilindro,Tello,gol,offside,0
20,Jugador_220,Newells,Argentina,on-field review,Monumental,Lousteau,penal,roja,1
84,Jugador_121,San Lorenzo,Argentina,on-field review,Monumental,Lousteau,roja,offside,0
83,Jugador_476,Manchester City,Premier League,on-field review,Emirates,Tello,penal,gol,1
27,Jugador_89,Manchester United,Premier League,silent check,Stamford Bridge,Taylor,roja,gol,0
35,Jugador_390,Arsenal,Premier League,silent check,Anfield,Lousteau,offside,penal,0
21,Jugador_339,Manchester City,Premier League,silent check,Etihad,Atkinson,penal,roja,1
83,Jugador_100,Newcastle,Premier League,silent check,Etihad,Oliver,roja,roja,1
33,Jugador_483,Liverpool,Premier League,silent check,Emirates,Oliver,penal,roja,1
18,Jugador_288,Aston Villa,Premier League,on-field review,Anfield,Taylor,gol,penal,0
73,Jugador_99,River,Argentina,on-field review,Tomás Ducó,Pitana,penal,roja,1
62,Jugador_325,Liverpool,Premier League,on-field review,Etihad,Atkinson,offside,offside,0
92,Jugador_477,River,Argentina,on-field review,Bombonera,Tello,penal,offside,1
86,Jugador_123,River,Argentina,on-field review,Nuevo Gasómetro,Dean,penal,penal,1
58,Jugador_4,Tottenham,Premier League,silent check,Stamford Bridge,Tello,offside,offside,0
20,Jugador_316,Manchester City,Premier League,silent check,Stamford Bridge,Tello,roja,roja,1
51,Jugador_92,Independiente,Argentina,silent check,Cilindro,Taylor,gol,offside,1
90,Jugador_196,Arsenal,Premier League,on-field review,Etihad,Oliver,roja,roja,0
52,Jugador_452,San Lorenzo,Argentina,on-field review,Bombonera,Taylor,offside,penal,1
12,Jugador_339,Aston Villa,Premier League,silent check,Stamford Bridge,Pitana,offside,roja,1
77,Jugador_124,Manchester City,Premier League,on-field review,Anfield,Oliver,offside,penal,0
71,Jugador_323,Boca,Argentina,on-field review,Monumental,Pitana,penal,gol,0
8,Jugador_414,Huracán,Argentina,on-field review,Bombonera,Tello,roja,roja,0
80,Jugador_140,Rosario Central,Argentina,on-field review,Cilindro,Tello,gol,penal,1
69,Jugador_325,Arsenal,Premier League,on-field review,Stamford Bridge,Rapallini,roja,roja,0
4,Jugador_198,River,Argentina,silent check,Bombonera,Lousteau,offside,gol,1
54,Jugador_146,San Lorenzo,Argentina,silent check,Cilindro,Dean,gol,penal,1
81,Jugador_498,Rosario Central,Argentina,silent check,Tomás Ducó,Taylor,penal,offside,0
71,Jugador_91,Independiente,Argentina,on-field review,Libertadores de América,Atkinson,roja,offside,0
88,Jugador_156,Newcastle,Premier League,silent check,Emirates,Oliver,offside,gol,0
12,Jugador_17,Tottenham,Premier League,silent check,Emirates,Dean,penal,penal,1
71,Jugador_67,San Lorenzo,Argentina,on-field review,Cilindro,Pitana,gol,gol,0
86,Jugador_111,Arsenal,Premier League,silent check,Old Trafford,Dean,roja,penal,1
37,Jugador_494,Tottenham,Premier League,on-field review,Anfield,Atkinson,roja,offside,0
44,Jugador_23,Rosario Central,Argentina,on-field review,Monumental,Tello,gol,offside,0
31,Jugador_432,Arsenal,Premier League,silent check,Old Trafford,Atkinson,penal,roja,0
52,Jugador_327,Arsenal,Premier League,silent check,Tottenham Stadium,Oliver,offside,penal,1
29,Jugador_396,Chelsea,Premier League,silent check,Emirates,Tello,offside,roja,1
86,Jugador_225,San Lorenzo,Argentina,on-field review,Nuevo Gasómetro,Lousteau,gol,roja,0
20,Jugador_439,Huracán,Argentina,on-field review,Tomás Ducó,Rapallini,roja,penal,0
71,Jugador_464,San Lorenzo,Argentina,on-field review,Monumental,Atkinson,offside,offside,0
57,Jugador_461,San Lorenzo,Argentina,silent check,Tomás Ducó,Rapallini,offside,offside,0
33,Jugador_190,San Lorenzo,Argentina,silent check,Libertadores de América,Oliver,gol,offside,1
72,Jugador_317,Boca,Argentina,on-field review,Bombonera,Dean,roja,gol,1
54,Jugador_385,Arsenal,Premier League,silent check,Stamford Bridge,Rapallini,offside,gol,0
53,Jugador_7,Newcastle,Premier League,silent check,Etihad,Lousteau,roja,gol,1
30,Jugador_117,Independiente,Argentina,silent check,Monumental,Pitana,offside,roja,0
41,Jugador_192,Huracán,Argentina,silent check,Monumental,Lousteau,penal,offside,0
1,Jugador_261,Independiente,Argentina,silent check,Libertadores de América,Atkinson,roja,penal,1
62,Jugador_366,Manchester United,Premier League,on-field review,Emirates,Lousteau,penal,offside,0
45,Jugador_173,Chelsea,Premier League,on-field review,Emirates,Rapallini,offside,penal,1
27,Jugador_350,Racing,Argentina,on-field review,Nuevo Gasómetro,Tello,gol,gol,1
39,Jugador_411,Liverpool,Premier League,on-field review,Etihad,Atkinson,gol,gol,1
57,Jugador_229,Tottenham,Premier League,on-field review,Old Trafford,Oliver,roja,roja,1
92,Jugador_404,Rosario Central,Argentina,on-field review,Libertadores de América,Taylor,penal,gol,0
87,Jugador_118,Racing,Argentina,on-field review,Cilindro,Pitana,offside,penal,0
33,Jugador_459,Arsenal,Premier League,silent check,Etihad,Tello,roja,penal,0
70,Jugador_191,Manchester United,Premier League,on-field review,Stamford Bridge,Lousteau,gol,offside,0
86,Jugador_487,Chelsea,Premier League,on-field review,Etihad,Lousteau,offside,penal,1
73,Jugador_496,Liverpool,Premier League,silent check,Emirates,Dean,offside,gol,0
43,Jugador_55,Boca,Argentina,on-field review,Cilindro,Pitana,roja,roja,0
1,Jugador_396,Liverpool,Premier League,silent check,Old Trafford,Taylor,offside,gol,1
2,Jugador_94,Newcastle,Premier League,silent check,Tottenham Stadium,Pitana,offside,roja,0
47,Jugador_79,Independiente,Argentina,on-field review,Libertadores de América,Taylor,roja,gol,0
59,Jugador_272,Chelsea,Premier League,on-field review,Emirates,Oliver,gol,gol,0
8,Jugador_280,Newells,Argentina,silent check,Nuevo Gasómetro,Taylor,roja,roja,1
59,Jugador_350,Independiente,Argentina,on-field review,Bombonera,Lousteau,roja,roja,0
87,Jugador_341,Liverpool,Premier League,silent check,Emirates,Oliver,offside,roja,1
55,Jugador_295,Manchester City,Premier League,on-field review,Emirates,Lousteau,gol,gol,1
7,Jugador_203,Racing,Argentina,on-field review,Libertadores de América,Tello,roja,penal,1
77,Jugador_168,Newcastle,Premier League,on-field review,Tottenham Stadium,Rapallini,penal,offside,0
35,Jugador_465,Rosario Central,Argentina,on-field review,Nuevo Gasómetro,Taylor,offside,gol,0
41,Jugador_157,Independiente,Argentina,silent check,Libertadores de América,Lousteau,roja,offside,1
36,Jugador_347,River,Argentina,on-field review,Cilindro,Dean,gol,penal,0
57,Jugador_60,Racing,Argentina,silent check,Tomás Ducó,Tello,roja,roja,0
20,Jugador_299,River,Argentina,on-field review,Libertadores de América,Dean,gol,penal,0
67,Jugador_137,Manchester United,Premier League,silent check,Etihad,Atkinson,offside,penal,0
15,Jugador_67,Arsenal,Premier League,on-field review,Etihad,Oliver,gol,gol,0
48,Jugador_18,Manchester City,Premier League,silent check,Old Trafford,Tello,offside,gol,1
69,Jugador_210,Chelsea,Premier League,silent check,Old Trafford,Dean,roja,offside,1
41,Jugador_231,Liverpool,Premier League,silent check,Emirates,Oliver,penal,penal,1
39,Jugador_343,Newcastle,Premier League,silent check,Etihad,Pitana,offside,penal,1
79,Jugador_211,San Lorenzo,Argentina,on-field review,Monumental,Lousteau,offside,offside,1
53,Jugador_412,River,Argentina,on-field review,Libertadores de América,Oliver,offside,offside,1
82,Jugador_80,Tottenham,Premier League,on-field review,Anfield,Oliver,roja,offside,1
42,Jugador_201,Newells,Argentina,silent check,Cilindro,Rapallini,penal,penal,0
58,Jugador_234,Newcastle,Premier League,silent check,Stamford Bridge,Oliver,roja,gol,0
29,Jugador_203,Racing,Argentina,on-field review,Nuevo Gasómetro,Pitana,penal,roja,1
69,Jugador_162,Liverpool,Premier League,on-field review,Anfield,Oliver,penal,penal,0
